#{"t_start": 1762617837.6809072, "env_id": "None"}
r,l,t
-0.86,4,0.076678
-0.75,8,0.110439
-0.98,5,0.129529
-0.93,6,0.150885
-1.03,4,0.16537
-0.83,8,0.198029
-0.93,6,0.223243
-0.93,6,0.243344
-0.91,4,0.255566
-0.86,5,0.273479
1.26,6,0.301729
-0.71,10,0.336635
-0.93,6,0.362328
1.14,4,0.373912
1.19,5,0.388173
1.14,4,0.403941
-0.97,4,0.422309
1.14,4,0.443889
-0.92,8,0.480168
1.27,11,0.523304
-0.97,4,0.54421
-0.97,4,0.564298
-0.87,8,0.609551
-0.92,5,0.632163
-0.73,8,0.662673
-0.83,7,0.686302
-0.5,12,0.730025
-0.86,5,0.745819
-0.75,7,0.770151
1.24,5,0.789086
-0.77,7,0.817601
1.23,7,0.83954
-0.76,6,0.860718
-0.93,6,0.886711
-0.87,5,0.902636
-0.83,8,0.932953
1.34,10,0.965534
-0.81,5,0.98572
-0.84,8,1.015702
-0.77,10,1.051792
-0.78,8,1.077301
-0.97,4,1.09135
-0.97,4,1.107127
-1.0,4,1.124042
-0.63,11,1.163508
-0.74,7,1.187596
-0.81,5,1.203609
-0.75,8,1.237523
-0.87,6,1.254857
-0.99,6,1.279573
-0.83,10,1.313483
-0.73,9,1.348985
-0.89,8,1.375517
-0.77,7,1.397079
-0.79,8,1.428891
1.19,5,1.445112
-0.81,11,1.480932
-0.81,9,1.517287
1.13,5,1.533411
-0.97,4,1.54642
1.16,7,1.571276
-0.98,5,1.595624
1.19,5,1.612888
-0.87,5,1.632579
-0.86,7,1.660075
-0.87,6,1.680945
-0.49,12,1.725517
1.13,9,1.754353
1.16,5,1.769367
1.12,6,1.852454
-0.77,7,1.888918
-0.8,6,1.911788
-0.92,5,1.926244
-0.78,8,1.952447
-0.96,6,1.977553
-0.99,6,1.994817
-0.94,7,2.018026
-0.91,4,2.035798
-0.92,5,2.054317
-0.91,4,2.070065
-0.6,9,2.104627
-0.85,9,2.144572
-0.93,6,2.163444
1.33,11,2.200474
-0.95,8,2.23148
-0.79,9,2.270042
-0.66,7,2.298745
-1.01,8,2.325084
-0.93,6,2.346908
-0.64,17,2.404527
-0.88,6,2.427905
1.39,10,2.463594
-0.95,8,2.495978
-0.8,7,2.521521
-0.46,13,2.565553
1.19,5,2.583797
-0.8,10,2.620377
-1.05,6,2.647745
-0.83,8,2.677616
-0.83,7,2.699573
-0.9,9,2.733922
1.28,7,2.761811
-0.86,5,2.776264
1.19,5,2.794193
1.17,8,2.817638
-0.77,7,2.844757
-0.72,10,2.873775
1.13,5,2.894376
-0.67,8,2.928821
-0.62,11,2.963716
1.19,5,2.978815
1.2,10,3.017839
-0.72,8,3.049966
-0.98,5,3.071009
-0.75,7,3.094616
-0.92,5,3.110522
1.24,8,3.141248
-0.91,4,3.157396
-0.89,8,3.186331
-0.83,7,3.21423
-0.99,6,3.23517
-0.82,6,3.264154
-0.91,13,3.308068
-0.85,9,3.347037
-0.92,5,3.370392
1.19,5,3.394812
-0.78,8,3.44369
1.17,7,3.482385
-0.85,9,3.529181
-0.75,10,3.608545
-0.83,7,3.667879
-0.92,5,3.691751
-0.69,8,3.744735
-0.89,8,3.813636
-0.91,4,3.833483
-0.88,7,3.864121
-0.98,5,3.898696
1.2,7,3.930968
-0.8,7,3.965201
-0.66,7,3.997884
-0.99,12,4.065623
1.19,5,4.089631
-0.87,5,4.108676
1.62,13,4.18295
1.28,11,4.263174
-0.85,9,4.315866
-0.77,8,4.351971
-0.89,10,4.393527
1.23,9,4.423836
1.43,10,4.466071
-0.93,6,4.488758
1.29,9,4.527968
-0.9,6,4.5567
-0.66,10,4.598919
1.51,10,4.644378
-0.91,4,4.662809
1.13,5,4.685571
-0.99,6,4.773727
-0.84,5,4.806085
-0.9,9,4.836481
-0.86,5,4.8609
-0.98,5,4.89169
1.42,10,4.926713
1.6,12,4.982026
1.26,10,5.048029
