#{"t_start": 1762600449.2004163, "env_id": "None"}
r,l,t
1.0,5,0.067475
1.0,5,0.083866
1.0,9,0.115361
-1.0,5,0.129921
-1.0,7,0.162719
-1.0,4,0.183978
1.0,9,0.224858
1.0,6,0.25815
-1.0,6,0.294389
-1.0,5,0.322737
-1.0,9,0.354637
-1.0,10,0.401131
-1.0,6,0.431444
-1.0,8,0.456018
-1.0,10,0.49679
-1.0,6,0.525541
-1.0,10,0.580737
-1.0,6,0.609706
-1.0,9,0.642909
-1.0,4,0.657231
-1.0,6,0.683777
-1.0,5,0.697786
-1.0,6,0.719378
-1.0,4,0.734766
-1.0,10,0.775999
-1.0,6,0.797595
-1.0,4,0.81431
1.0,4,0.825366
1.0,5,0.843655
1.0,8,0.870895
-1.0,5,0.888397
-1.0,9,0.917967
-1.0,7,0.948078
-1.0,4,0.964745
1.0,5,0.982142
-1.0,10,1.024455
-1.0,6,1.052025
-1.0,6,1.078376
-1.0,4,1.092153
-1.0,10,1.130827
-1.0,6,1.171239
-1.0,4,1.18542
-1.0,4,1.202483
-1.0,6,1.222091
-1.0,4,1.237986
1.0,5,1.252758
-1.0,4,1.266378
-1.0,5,1.282559
-1.0,5,1.301563
-1.0,5,1.319225
-1.0,5,1.335017
1.0,8,1.360094
1.0,5,1.383049
-1.0,4,1.39659
-1.0,4,1.407737
-1.0,5,1.420658
1.0,5,1.437294
-1.0,4,1.450861
-1.0,5,1.46508
-1.0,6,1.500828
-1.0,4,1.519819
-1.0,4,1.532577
-1.0,5,1.549684
-1.0,7,1.575176
-81.0,96,1.718242
-1.0,4,1.736807
1.0,5,1.75168
1.0,4,1.764865
1.0,5,1.782899
-1.0,4,1.797091
-1.0,9,1.829778
1.0,4,1.843364
-1.0,4,1.859398
-1.0,4,1.874142
-1.0,5,1.898243
-1.0,5,1.918329
-1.0,5,1.940948
-1.0,4,1.959377
-1.0,5,1.977381
-1.0,4,1.990139
-1.0,4,2.007021
1.0,5,2.023324
-1.0,14,2.083682
-1.0,4,2.097757
-1.0,7,2.123983
-1.0,4,2.140183
-1.0,5,2.155406
-1.0,4,2.169903
-1.0,4,2.185507
-1.0,4,2.198551
-1.0,5,2.217381
-1.0,5,2.232197
-1.0,6,2.252829
-1.0,4,2.262688
-1.0,5,2.291966
-1.0,4,2.309747
-1.0,10,2.390128
-1.0,4,2.418399
-1.0,4,2.446353
-1.0,5,2.470064
1.0,5,2.491451
-1.0,7,2.508007
-1.0,9,2.537688
-1.0,6,2.556384
1.0,5,2.573569
-1.0,9,2.606547
1.0,10,2.637731
-1.0,4,2.6503
-1.0,5,2.667209
-1.0,4,2.680566
-1.0,5,2.699111
1.0,10,2.727054
-1.0,8,2.756905
-1.0,4,2.768806
-1.0,4,2.783342
-1.0,8,2.813696
-1.0,8,2.840502
-1.0,6,2.861028
-1.0,6,2.876671
1.0,7,2.897028
1.0,6,2.916471
-1.0,8,2.942457
-1.0,8,2.966921
1.0,8,2.990689
-1.0,9,3.022782
1.0,7,3.045196
-1.0,5,3.061462
-1.0,4,3.077712
-1.0,4,3.09325
-1.0,4,3.105281
-1.0,4,3.116775
-1.0,5,3.132723
-1.0,4,3.147321
-1.0,6,3.164804
1.0,10,3.20046
1.0,5,3.215581
1.0,6,3.237693
-1.0,7,3.259704
-1.0,8,3.285428
-1.0,6,3.30533
-1.0,7,3.332798
-1.0,5,3.352218
-1.0,8,3.386506
1.0,7,3.413711
1.0,4,3.428595
-1.0,5,3.447525
1.0,7,3.475191
1.0,6,3.497159
-1.0,7,3.524777
-1.0,9,3.560613
1.0,6,3.583161
1.0,7,3.605155
-1.0,6,3.63237
-1.0,5,3.652128
-1.0,8,3.68681
-1.0,5,3.707445
-1.0,7,3.737245
1.0,6,3.7597
-1.0,4,3.774117
-1.0,6,3.790845
-1.0,8,3.817997
-1.0,5,3.834065
-1.0,6,3.858253
-1.0,10,3.899982
-1.0,7,3.92746
-1.0,7,3.952377
-1.0,7,3.976447
-1.0,5,3.992935
-1.0,8,4.023196
-1.0,6,4.042676
1.0,7,4.077276
1.0,10,4.114892
-1.0,6,4.138209
1.0,9,4.16522
-1.0,11,4.201554
-1.0,8,4.230598
-1.0,5,4.248461
1.0,12,4.281782
-1.0,7,4.306349
1.0,8,4.331926
-1.0,6,4.355703
1.0,9,4.384534
-1.0,7,4.408578
-1.0,5,4.426429
-1.0,4,4.451394
-1.0,12,4.491728
-1.0,4,4.506292
-1.0,8,4.531201
-1.0,7,4.553246
1.0,7,4.573593
1.0,8,4.59893
-1.0,7,4.642312
1.0,4,4.659106
-1.0,7,4.685198
-1.0,12,4.720341
-1.0,7,4.745483
-1.0,14,4.790436
1.0,7,4.81285
1.0,4,4.823468
1.0,6,4.840857
-1.0,6,4.873538
-1.0,9,4.905443
-1.0,7,4.9295
1.0,8,4.953767
-1.0,4,4.969431
-1.0,4,4.984464
-1.0,10,5.019967
1.0,11,5.046859
-1.0,6,5.066966
1.0,7,5.087765
-1.0,6,5.110409
-1.0,4,5.123883
-1.0,4,5.139209
-1.0,4,5.152532
1.0,8,5.175631
-1.0,7,5.198061
-1.0,5,5.215079
-1.0,9,5.248372
-1.0,6,5.269893
-1.0,4,5.291669
-1.0,6,5.339231
-1.0,9,5.381891
-1.0,4,5.394712
-1.0,4,5.409216
1.0,7,5.436507
1.0,5,5.449418
1.0,11,5.491086
-1.0,7,5.515628
1.0,8,5.543768
1.0,12,5.587326
1.0,6,5.605875
-1.0,5,5.624329
1.0,8,5.653418
-1.0,7,5.677478
1.0,8,5.703857
1.0,10,5.731813
1.0,4,5.746759
1.0,6,5.764417
1.0,11,5.796942
-1.0,6,5.81767
-1.0,5,5.839435
1.0,10,5.891877
1.0,6,5.916564
-1.0,7,5.939145
1.0,5,5.959775
-1.0,9,6.001467
-1.0,9,6.034066
-1.0,6,6.056137
-1.0,7,6.083558
-1.0,9,6.115129
1.0,5,6.13195
-1.0,8,6.172536
-1.0,5,6.203418
-1.0,6,6.23118
1.0,7,6.253358
1.0,5,6.276277
1.0,10,6.312286
-1.0,11,6.353969
-1.0,8,6.389643
-1.0,4,6.404368
-1.0,8,6.438434
-1.0,7,6.461529
1.0,5,6.47259
-1.0,7,6.517901
-1.0,12,6.604932
1.0,11,6.642159
-1.0,4,6.655552
-1.0,5,6.670534
1.0,10,6.716037
1.0,4,6.733666
-1.0,6,6.760797
1.0,7,6.787626
-1.0,7,6.813107
-1.0,6,6.832947
-1.0,10,6.868436
1.0,4,6.881979
1.0,10,6.917525
-1.0,7,6.939427
-1.0,13,6.97998
-1.0,4,6.993033
1.0,6,7.012782
-1.0,7,7.03691
1.0,5,7.06363
-1.0,8,7.095971
1.0,6,7.121872
1.0,11,7.155106
1.0,4,7.1664
-1.0,11,7.196374
1.0,6,7.21605
-1.0,5,7.232101
1.0,7,7.252848
1.0,7,7.274809
1.0,11,7.309827
1.0,4,7.32754
1.0,7,7.355643
1.0,5,7.37385
1.0,8,7.413457
-1.0,5,7.449679
1.0,9,7.495578
-1.0,7,7.518966
-1.0,10,7.552088
-1.0,6,7.576609
1.0,8,7.604166
1.0,8,7.625997
-1.0,7,7.650893
-1.0,8,7.6771
-1.0,6,7.697704
1.0,7,7.719481
-1.0,6,7.742484
1.0,9,7.802709
1.0,4,7.832252
1.0,8,7.879437
1.0,6,7.928942
-1.0,4,7.952993
-1.0,9,8.023335
1.0,8,8.059076
-1.0,5,8.084557
-1.0,8,8.142208
-1.0,5,8.167743
1.0,8,8.19789
-1.0,6,8.220776
-1.0,7,8.245749
-1.0,8,8.270849
-1.0,10,8.302357
1.0,6,8.332851
1.0,4,8.344012
1.0,8,8.368774
-1.0,5,8.386403
-1.0,5,8.411218
1.0,5,8.428373
1.0,14,8.467336
1.0,8,8.49941
1.0,6,8.544907
-1.0,6,8.598544
1.0,7,8.63595
-1.0,8,8.660481
-1.0,8,8.692464
1.0,5,8.706982
1.0,5,8.722226
1.0,10,8.756164
-1.0,8,8.785799
-1.0,9,8.811771
1.0,5,8.825052
-1.0,7,8.850052
1.0,8,8.878031
1.0,6,8.896391
-1.0,10,8.927949
1.0,5,8.946486
1.0,8,8.988868
-1.0,7,9.044354
1.0,8,9.100133
-1.0,9,9.162087
-1.0,6,9.213312
-1.0,5,9.238855
-1.0,8,9.267102
1.0,7,9.28877
1.0,6,9.305861
1.0,5,9.32246
-1.0,11,9.362283
-1.0,8,9.388291
1.0,6,9.413164
1.0,6,9.431894
1.0,8,9.463584
1.0,6,9.481407
