#{"t_start": 1762629879.1407206, "env_id": "None"}
r,l,t
-0.9,12,1.574011
-0.93,6,1.593393
-0.79,12,1.623018
1.19,5,1.635348
1.38,9,1.655689
-0.89,10,1.680569
1.29,6,1.692339
1.28,10,1.719445
-0.71,13,1.754233
1.21,8,1.773322
-0.83,7,1.789849
1.22,8,1.811358
1.29,9,1.839086
-0.62,9,1.862726
1.18,6,1.877374
-0.78,11,1.906551
-1.0,7,1.92696
1.34,7,2.003066
1.7,15,2.040775
-0.67,9,2.064039
-0.47,16,2.105149
-0.78,11,2.136277
-0.9,8,2.156509
-0.67,17,2.193179
1.29,10,2.218773
-0.46,15,2.256713
-0.76,9,2.280419
1.5,10,2.304996
-0.53,15,2.3418
-0.67,14,2.376066
-0.99,6,2.391714
-0.87,12,2.418188
-0.89,10,2.442178
1.17,10,2.468772
1.35,15,2.508178
-0.47,13,2.544856
1.19,5,2.555945
-0.67,13,2.58778
-0.7,9,2.618632
1.22,7,2.636142
-0.71,9,2.660594
1.12,9,2.680322
1.13,8,2.699787
1.16,8,2.716449
-0.57,15,2.757615
-0.86,13,2.790181
-0.62,18,2.835028
1.32,9,2.855677
-0.67,12,2.887048
1.29,12,2.916642
-1.01,8,2.938364
-0.88,6,2.955291
1.15,5,2.968089
-0.51,14,3.000721
1.19,13,3.030265
-0.87,8,3.044565
-0.92,8,3.067629
-0.81,5,3.081321
-0.39,15,3.120698
1.29,9,3.142657
1.33,9,3.16652
1.12,6,3.18155
-0.75,15,3.220447
1.39,13,3.250651
1.41,10,3.279785
-0.81,14,3.309456
1.29,12,3.341884
-0.8,9,3.368464
-0.97,4,3.379388
1.44,12,3.4102
1.18,12,3.442825
-0.6,10,3.473422
1.1,8,3.592139
-0.83,13,3.643149
-0.77,10,3.672229
1.4,10,3.707385
1.36,12,3.758392
-0.85,9,3.79302
-0.41,12,3.841384
-0.95,8,3.873278
-0.79,9,3.901634
1.11,10,3.938759
-0.86,10,3.975143
-0.86,8,3.996988
-0.93,6,4.015369
1.32,12,4.057549
1.48,11,4.097769
-0.88,11,4.133239
-0.9,8,4.157706
-0.5,13,4.206636
1.25,13,4.246787
1.33,8,4.264603
-0.86,11,4.29364
-0.63,9,4.326075
-0.68,13,4.360941
-0.77,12,4.394075
-0.42,13,4.43521
-0.58,15,4.477693
1.16,5,4.491421
1.24,5,4.503874
-0.45,15,4.545326
1.46,10,4.580808
-0.73,16,4.618078
1.24,6,4.634555
1.37,10,4.656093
1.44,11,4.687636
1.36,8,4.707848
1.28,10,4.733731
-0.84,14,4.771544
-0.67,8,4.794119
-0.8,10,4.819023
-0.47,17,4.857153
-0.95,8,4.876004
1.43,10,4.904218
-0.76,9,4.925613
1.18,9,4.944775
-0.97,4,4.956288
-0.88,7,4.973432
1.33,11,5.008183
-0.85,9,5.030398
-0.76,12,5.056674
-0.75,13,5.092637
-0.67,10,5.118257
1.41,14,5.152909
-0.68,10,5.177294
-0.7,14,5.213282
-0.57,12,5.245566
-0.57,15,5.286723
1.21,6,5.302162
-0.63,13,5.348455
-0.62,12,5.411098
-0.82,9,5.431175
1.23,7,5.450437
1.35,11,5.486968
-0.38,15,5.526324
-0.61,13,5.55663
1.46,12,5.590569
-0.85,9,5.620368
-0.79,12,5.652235
-0.66,13,5.689447
-0.6,10,5.718975
-0.6,12,5.751517
1.36,8,5.773834
1.14,4,5.783807
1.44,11,5.812984
-0.51,17,5.865609
-0.59,13,5.902006
1.35,11,5.931253
1.48,10,5.960121
1.2,10,5.986814
-0.7,12,6.021745
-0.27,16,6.066787
-0.79,9,6.089916
1.13,5,6.102132
1.17,12,6.133715
-0.54,17,6.178224
-0.69,18,6.231403
-0.59,13,6.265369
-0.95,8,6.285321
1.18,6,6.301855
-0.65,12,6.332003
-0.6,12,6.360843
-0.79,9,6.387923
-0.72,14,6.423059
-0.86,11,6.453134
1.18,6,6.4695
1.49,18,6.537004
1.17,7,6.566974
-0.73,12,6.624462
1.12,6,6.650629
-0.69,13,6.708617
1.47,11,6.75118
1.27,8,6.783639
1.21,8,6.81978
1.14,4,6.834922
1.17,7,6.85437
-0.68,18,6.907058
-0.85,10,6.945172
-0.73,16,6.991484
-0.98,8,7.011629
-0.87,5,7.025651
1.49,17,7.07898
1.19,5,7.092427
-0.59,15,7.165082
-0.32,15,7.269998
-0.66,14,7.330023
1.51,12,7.388462
-0.6,10,7.461899
-0.71,9,7.503711
-0.6,14,7.541777
1.19,5,7.57506
-0.81,11,7.623108
1.54,15,7.667091
-0.93,6,7.686106
1.24,8,7.711958
-0.53,12,8.320178
-0.73,12,8.35285
1.24,12,8.398977
-0.54,15,8.446908
-0.84,13,8.491434
-0.73,11,8.528887
-0.59,15,8.582559
-0.26,16,8.639478
1.3,8,8.669343
1.59,14,8.715772
-0.7,11,8.768458
1.01,9,8.804308
-0.77,7,8.828091
1.28,10,8.863358
1.28,10,8.894931
1.28,10,8.923521
1.61,10,8.9539
-0.33,15,9.005506
-0.88,9,9.032285
-0.69,11,9.066913
-0.8,10,9.108724
1.24,11,9.136314
-0.53,16,9.188062
-0.79,9,9.221947
-0.66,10,9.250252
-0.61,8,9.271211
1.11,7,9.291487
-0.73,9,9.35515
1.42,12,9.39656
1.38,8,9.426673
1.28,13,9.467066
1.18,6,9.484208
1.17,9,9.510126
1.65,16,9.570686
1.56,13,9.612337
1.14,4,9.620193
1.3,10,9.646524
1.24,9,9.673067
-0.71,14,9.722841
1.2,7,9.744445
-0.84,9,9.770538
-0.79,12,9.80517
-0.57,15,9.849204
1.22,8,9.872337
1.14,4,9.884276
1.35,9,9.910693
-0.76,9,9.941248
1.55,16,9.98721
1.12,6,10.001117
-0.58,13,10.04183
-0.66,14,10.086587
-0.44,14,10.131404
-0.59,11,10.172575
-0.66,13,10.214295
1.32,10,10.246812
1.17,10,10.275771
-0.88,7,10.300694
1.84,19,10.357102
-0.88,7,10.380223
-0.36,17,10.437727
-0.57,14,10.478569
-0.29,16,10.52223
1.16,8,10.55083
-0.4,14,10.594527
1.19,5,10.605616
-0.61,11,10.638433
-0.71,8,10.667216
1.56,14,10.70397
1.17,7,10.722738
1.28,7,10.74388
1.17,7,10.763353
-0.66,16,10.808925
-0.65,13,10.847601
-0.59,11,10.880597
-0.72,8,10.904036
-0.74,16,10.94747
-0.7,10,10.983805
1.21,9,11.012858
-0.64,15,11.061839
1.36,10,11.092364
-0.52,15,11.133477
1.48,14,11.171688
1.65,17,11.225845
-0.8,14,11.267668
-0.81,12,11.301788
1.26,10,11.332862
-0.92,5,11.348833
-0.68,12,11.382738
-0.58,10,11.414864
1.36,11,11.448058
1.3,11,11.493139
-0.72,9,11.527498
1.3,10,11.567541
-0.42,14,11.60638
-0.88,7,11.630678
1.32,9,11.657584
-0.89,11,11.689496
-0.52,12,11.730582
1.34,7,11.749618
1.16,5,11.764274
-0.49,13,11.803218
-0.98,5,11.817837
1.33,10,11.850208
1.26,7,11.867851
1.34,9,11.891667
1.35,9,11.915468
1.49,12,11.945597
1.38,10,11.974145
-0.94,7,11.994815
-0.81,5,12.0085
-0.61,16,12.054563
-0.69,13,12.08965
-0.61,14,12.145639
-0.78,10,12.189866
1.36,10,12.221761
1.3,12,12.253832
-0.87,8,12.277625
1.33,12,12.311788
-0.7,11,12.362364
-0.33,13,12.408223
-0.52,10,12.435714
-0.84,8,12.459718
1.31,8,12.482446
-0.79,8,12.516275
1.45,14,12.591218
-0.64,13,12.637006
1.26,6,12.656408
-0.94,7,12.67871
-0.93,8,12.702886
-0.77,13,12.740411
-0.47,15,12.7793
-0.59,13,12.817902
1.31,11,12.850721
1.17,10,12.883673
1.2,7,12.902707
1.28,14,12.941601
-0.63,13,12.977568
-0.97,7,13.022388
-0.85,16,13.100937
-0.51,12,13.16419
1.5,14,13.243414
-0.73,8,13.265936
1.47,15,13.308436
-0.75,10,13.339225
-0.74,12,13.385763
-0.71,11,13.438262
-0.52,17,13.492994
1.47,11,13.52468
-0.79,12,13.563911
1.19,5,13.577906
-0.62,11,13.614093
-0.8,10,13.643573
1.36,11,13.673743
-0.77,13,13.715178
-0.55,11,13.748074
-0.68,12,13.782275
-0.78,10,13.825164
-0.82,6,13.852546
1.37,12,13.893084
-0.77,7,13.914372
-0.98,8,13.940059
1.67,17,13.992775
-0.92,5,14.010631
-0.54,11,14.08803
1.24,8,14.13082
1.28,8,14.153613
1.71,14,14.197568
1.54,12,14.230238
-0.91,4,14.242203
-0.73,13,14.284742
1.15,6,14.312608
-0.63,13,14.390613
-0.76,6,14.436778
-0.99,9,14.498086
-0.67,11,14.529645
-0.84,11,14.58445
-0.91,13,14.646314
-0.54,15,14.72324
-0.73,11,14.790655
-0.51,17,14.84023
1.19,8,14.862114
1.55,12,14.926794
-0.71,6,14.955381
1.12,6,14.98702
1.28,10,15.054123
-0.79,9,15.093445
1.22,10,15.138371
-0.94,10,15.180877
-0.97,7,15.225721
-0.59,12,15.267225
1.15,12,15.304597
-0.35,17,16.215987
-1.01,8,16.266732
-0.96,9,16.332145
-0.5,15,16.380282
1.18,8,16.403426
1.19,5,16.415506
1.11,9,16.44615
-0.54,13,16.494752
-0.81,8,16.531824
1.47,12,16.571266
1.27,8,16.590198
-0.6,12,16.631315
-0.82,6,16.653693
-0.31,17,16.706175
-0.68,12,16.739174
-0.66,7,16.757744
1.22,8,16.786665
-0.54,13,16.825552
1.13,5,16.838842
1.19,5,16.852888
-0.48,12,16.891319
1.38,13,16.934827
1.35,8,16.956656
-0.64,12,16.99063
1.46,12,17.027697
-0.42,14,17.067248
-0.77,12,17.102848
1.33,7,17.127735
-0.5,11,17.158879
1.51,11,17.192425
1.61,10,17.224802
1.38,11,17.259523
1.15,6,17.274143
-0.67,11,17.320359
1.39,10,17.352445
-0.91,9,17.388649
1.18,6,17.407028
1.33,15,17.453084
-0.79,11,17.484613
1.3,11,17.521912
-0.73,12,17.559628
-0.89,11,17.593939
-0.97,7,17.615994
-1.01,5,17.68531
-0.91,10,17.738084
-0.9,5,17.753443
1.49,15,17.802416
-0.52,14,17.84788
1.28,7,17.868741
1.43,13,17.910208
-0.86,4,17.923514
-0.83,11,17.953697
-0.61,15,18.007208
-0.73,13,18.039281
-0.56,10,18.073087
1.27,11,18.11024
-0.76,11,18.148187
1.15,6,18.165118
-0.44,13,18.204802
1.36,10,18.237977
-0.68,10,18.260863
-0.68,12,18.294533
-0.69,11,18.334522
-0.6,9,18.360025
-0.64,9,18.386589
1.16,8,18.410105
-0.73,11,18.443815
1.38,9,18.471594
1.28,11,18.508336
1.27,9,18.533869
-0.98,5,18.548623
-0.7,14,18.597375
1.11,7,18.618669
1.2,7,18.640799
-0.45,16,18.68719
-0.87,6,18.707926
-0.82,6,18.727633
-0.57,14,18.769377
1.42,13,18.813868
-0.9,9,18.845268
1.18,6,18.864388
1.64,14,18.9102
-0.93,8,18.941859
1.31,13,18.984443
-0.88,6,19.007698
-0.47,11,19.041597
1.22,9,19.069131
1.35,14,19.107608
-0.64,13,19.148397
-0.96,9,19.178214
1.38,11,19.210642
-0.81,11,19.244962
1.5,10,19.274935
1.16,4,19.28586
1.12,6,19.304547
-0.88,11,19.346661
1.38,11,19.388844
-0.68,11,19.420924
1.25,7,19.441436
1.29,10,19.474482
1.19,5,19.489175
