#{"t_start": 1762630277.173232, "env_id": "None"}
r,l,t
1.19,5,0.064403
1.19,5,0.08178
1.13,5,0.097277
1.14,4,0.111367
1.24,6,0.129424
1.19,5,0.145344
1.19,5,0.159214
-0.83,7,0.179177
1.13,5,0.194192
-0.81,5,0.208785
-0.81,5,0.223178
1.19,5,0.238481
1.29,6,0.258768
1.14,4,0.271228
1.29,6,0.289619
-0.8,6,0.307738
1.19,5,0.323106
1.14,4,0.335
1.19,5,0.351357
1.14,4,0.362236
-0.68,9,0.391716
1.13,5,0.406915
1.18,6,0.425173
1.14,4,0.43736
1.19,5,0.453748
-0.81,5,0.469556
-0.86,4,0.483148
-0.66,7,0.504864
-0.91,4,0.518219
-0.76,6,0.539622
1.14,4,0.557129
1.14,4,0.572321
1.19,5,0.588796
1.19,5,0.604353
1.19,5,0.621959
1.14,4,0.633982
1.14,4,0.645007
1.13,5,0.655716
1.14,4,0.667791
1.29,6,0.686654
-0.91,4,0.698048
1.14,4,0.710385
1.29,6,0.726573
1.14,4,0.73962
1.19,5,0.753169
-0.81,5,0.770003
1.14,4,0.782374
1.14,4,0.793867
1.14,4,0.803153
1.19,5,0.818321
1.14,4,0.830469
1.18,6,0.850957
1.14,4,0.861521
-0.82,6,0.882092
1.14,4,0.893575
1.19,5,0.906859
-0.81,6,0.926489
1.14,4,0.935969
-0.91,4,0.949017
-0.81,5,0.965995
1.14,4,0.977581
1.29,6,0.997757
-0.91,4,1.010484
1.14,4,1.024187
1.14,4,1.037815
1.13,5,1.054304
1.24,6,1.075128
-0.39,11,1.12341
-0.66,7,1.162072
1.14,4,1.183949
1.14,4,1.200473
-0.91,4,1.21802
1.14,4,1.233318
1.14,4,1.248579
1.18,6,1.268115
1.14,4,1.280349
1.34,7,1.302793
-0.76,6,1.323916
1.13,5,1.340609
-0.72,7,1.367279
-0.91,4,1.378929
-0.87,5,1.396083
-0.77,7,1.41943
-0.68,10,1.454668
-0.86,4,1.468724
1.34,7,1.488599
1.29,6,1.5075
1.13,5,1.523476
-0.76,6,1.543653
1.14,4,1.557308
-0.58,10,1.591373
1.24,6,1.612574
1.36,7,1.637156
1.19,5,1.655228
1.14,4,1.723559
1.14,4,1.749204
-0.86,4,1.765063
1.19,5,1.78141
1.19,5,1.79692
1.24,6,1.816994
1.19,5,1.832248
1.14,4,1.844382
-0.81,5,1.859069
1.14,4,1.869648
1.14,4,1.881561
1.14,4,1.892934
1.14,4,1.902529
1.35,9,1.933006
-0.92,5,1.94776
-0.74,7,1.96986
1.19,5,1.98492
1.29,6,2.003151
1.14,4,2.015279
-0.72,8,2.042916
-0.81,5,2.060062
1.19,5,2.076805
1.14,4,2.089147
1.14,4,2.10174
1.14,4,2.114052
1.19,5,2.126648
-0.81,5,2.141077
1.19,5,2.155152
1.14,4,2.168015
1.29,6,2.187305
-0.81,5,2.202784
1.18,6,2.224128
-0.87,6,2.244282
-0.81,5,2.2592
1.12,6,2.280165
-0.87,5,2.296166
-0.91,4,2.305085
1.14,4,2.316817
1.18,6,2.337731
-0.91,4,2.35305
1.19,5,2.366898
-0.86,5,2.383198
-0.82,7,2.406159
-0.86,4,2.418748
1.29,6,2.436944
-0.66,7,2.460919
-0.81,5,2.478567
1.19,5,2.49141
-0.72,7,2.514827
1.23,7,2.538074
1.19,5,2.552506
-0.86,4,2.564478
1.14,4,2.575449
-0.91,4,2.588516
1.14,4,2.601979
1.14,4,2.613568
1.14,4,2.622549
1.13,5,2.637409
1.19,5,2.653459
1.14,4,2.666778
-0.73,8,2.697156
1.19,5,2.711851
-0.86,4,2.722286
-0.76,8,2.748641
1.19,5,2.762366
-0.83,7,2.784451
1.14,4,2.796171
1.14,4,2.808482
1.14,4,2.820792
-0.66,7,2.844701
-0.92,5,2.856006
1.19,5,2.869216
-0.93,6,2.887916
1.18,6,2.907706
1.18,6,2.927274
1.32,9,2.954976
1.19,5,2.969881
-0.91,4,2.981793
-0.98,5,2.997095
1.14,4,3.006657
-0.8,6,3.028867
1.19,5,3.041909
1.14,4,3.053362
-0.96,9,3.084028
1.23,7,3.10673
1.24,6,3.122646
1.13,5,3.138768
-0.81,5,3.156509
1.19,5,3.172058
1.19,5,3.186809
-0.81,5,3.203948
1.14,4,3.216855
-0.87,5,3.234052
-0.77,8,3.262086
1.14,4,3.274303
-0.87,6,3.293966
-0.82,6,3.312379
1.14,4,3.323647
-0.91,4,3.336922
-0.91,4,3.349003
-0.81,5,3.367118
1.28,7,3.389704
1.14,4,3.399764
1.14,4,3.412178
1.18,6,3.427822
1.4,9,3.454707
1.14,4,3.46571
1.14,4,3.478451
1.14,4,3.490672
1.19,5,3.506554
-0.81,6,3.522775
1.19,5,3.538072
1.24,6,3.557887
1.14,4,3.569622
1.14,4,3.581177
1.14,4,3.592434
-0.82,6,3.610211
-0.86,4,3.620661
1.14,4,3.631834
1.38,9,3.660626
-0.82,6,3.681554
1.19,5,3.69892
1.19,5,3.715457
1.19,5,3.730234
-0.77,7,3.753567
1.14,4,3.765966
1.24,6,3.786188
1.14,4,3.799225
-0.77,7,3.820791
1.14,4,3.832885
1.28,7,3.852833
-0.81,6,3.873812
-0.91,4,3.88465
-0.81,5,3.89965
-0.97,4,3.912742
1.14,4,3.923883
-0.86,4,3.936705
1.18,6,3.957381
1.19,5,3.973427
1.14,4,3.984355
-0.93,6,4.004407
-0.86,5,4.021566
-0.52,10,4.05471
1.29,6,4.071292
-0.56,8,4.098513
1.14,4,4.111071
1.14,4,4.119961
1.14,4,4.131949
1.3,7,4.153435
1.14,4,4.165374
1.14,4,4.176119
-0.92,5,4.19374
1.14,4,4.205666
-0.86,5,4.221911
1.19,5,4.234579
-0.97,4,4.246214
1.29,6,4.26351
-0.86,4,4.274764
1.18,6,4.295199
1.14,4,4.307038
-0.77,7,4.329932
-0.87,5,4.391301
-0.91,4,4.410252
-0.91,4,4.42492
1.14,4,4.435115
1.14,4,4.448468
-0.61,7,4.468417
1.14,4,4.47974
1.14,4,4.491727
1.14,4,4.504698
-0.67,8,4.534493
1.29,6,4.551383
1.14,4,4.562309
1.34,7,4.584706
-0.86,4,4.597482
1.14,4,4.608626
1.14,4,4.620589
-0.81,5,4.636921
1.14,4,4.64842
-0.81,5,4.664149
-0.86,4,4.67523
1.37,9,4.700413
1.14,4,4.712418
1.14,4,4.724408
1.14,4,4.736894
-0.81,5,4.753458
1.14,4,4.76659
1.14,4,4.779183
1.24,6,4.798131
1.19,5,4.814422
1.24,6,4.832231
-0.87,6,4.852276
1.19,5,4.866404
1.16,4,4.879267
1.14,4,4.888111
1.33,8,4.912826
-0.86,4,4.924356
1.23,7,4.943572
1.14,4,4.955844
1.14,4,4.966948
1.14,4,4.977847
1.14,4,4.989162
1.18,6,5.007745
1.19,5,5.020186
1.19,5,5.035938
1.18,6,5.055225
1.19,5,5.07177
-0.87,6,5.090711
1.12,6,5.110588
-0.71,7,5.133955
1.19,5,5.149979
1.14,4,5.16234
-0.8,9,5.190722
-0.86,4,5.203769
-0.91,4,5.218223
1.14,4,5.230877
-0.91,4,5.244897
1.14,4,5.254858
-0.86,4,5.267965
-0.66,6,5.284844
-0.91,4,5.295382
1.19,5,5.309899
1.14,4,5.320632
1.14,4,5.332168
1.29,6,5.350199
-0.87,5,5.365543
-0.81,5,5.384308
1.19,5,5.399532
1.14,4,5.412012
1.14,4,5.422737
-0.82,6,5.438397
1.14,4,5.450196
-0.87,5,5.463788
1.19,5,5.477067
1.14,4,5.488766
1.14,4,5.498653
1.13,5,5.51391
1.14,4,5.525496
1.14,4,5.534093
-0.91,4,5.546063
-0.83,7,5.568623
-0.85,9,5.598325
-0.91,4,5.612087
-0.85,7,5.637816
1.29,6,5.658393
-0.86,4,5.668867
-0.82,6,5.688865
1.29,6,5.706195
-0.7,8,5.733342
-0.76,6,5.75151
1.14,4,5.762887
1.14,4,5.772272
-0.92,5,5.786191
1.14,4,5.79726
1.19,5,5.81359
1.19,5,5.829344
1.29,6,5.845964
-0.81,5,5.860129
-0.86,4,5.873067
-0.91,4,5.886384
1.33,8,5.913835
1.19,5,5.929868
1.14,4,5.943308
1.14,4,5.955
1.18,6,5.974371
1.14,4,5.986959
-0.81,5,6.000825
1.25,7,6.024912
-0.91,4,6.035968
1.14,4,6.046867
-0.81,5,6.062119
1.14,4,6.073472
-0.86,5,6.08692
-0.87,5,6.1043
1.13,5,6.116462
1.13,5,6.129314
-0.91,4,6.141434
-0.91,4,6.153329
-0.83,7,6.175672
1.27,8,6.202374
1.14,4,6.216367
1.19,5,6.23408
1.14,4,6.246948
-0.93,6,6.265385
-0.86,4,6.278027
1.14,4,6.290063
1.14,4,6.300689
-0.57,9,6.32559
1.28,7,6.348003
1.14,4,6.360135
-0.76,6,6.379308
1.14,4,6.389406
1.19,5,6.400152
1.18,6,6.418257
-0.92,5,6.435145
1.19,5,6.453461
1.14,4,6.466907
1.33,8,6.493686
1.14,4,6.502946
-0.76,6,6.523823
-0.92,5,6.535677
1.19,5,6.552324
-0.97,4,6.564173
1.14,4,6.575682
1.13,5,6.982384
-0.81,5,6.998025
1.14,4,7.011169
1.19,5,7.024771
1.19,5,7.036564
1.29,6,7.0543
1.14,4,7.066906
1.14,4,7.077461
1.14,4,7.089333
1.16,8,7.113179
1.19,5,7.127492
1.14,4,7.138073
1.14,4,7.149483
1.14,4,7.161421
1.39,8,7.183708
1.13,5,7.197875
1.34,7,7.22156
1.14,4,7.230796
-0.89,7,7.249336
1.13,5,7.263339
1.29,6,7.280861
-0.81,5,7.297629
1.14,4,7.309429
-0.76,6,7.329421
-0.86,5,7.34538
-0.83,8,7.371336
-0.87,5,7.384965
-0.86,5,7.400873
1.14,4,7.414843
-0.87,6,7.435101
1.19,5,7.45028
1.31,6,7.47174
1.14,4,7.483512
-0.86,4,7.495455
1.14,4,7.507238
-0.86,4,7.519402
1.38,9,7.544569
1.29,6,7.562611
1.19,5,7.575776
1.19,5,7.591057
1.14,4,7.601061
1.18,6,7.615945
-0.83,7,7.633499
1.14,4,7.644956
1.28,7,7.66467
-0.72,8,7.685819
-0.87,5,7.703897
-0.72,8,7.731251
1.19,5,7.746684
1.14,4,7.761574
1.34,9,7.834849
-0.72,7,7.85955
1.19,5,7.87485
1.14,4,7.885721
-0.81,7,7.901863
1.14,4,7.91291
1.28,7,7.932255
1.14,4,7.946029
-0.91,4,7.959796
1.14,4,7.97258
-0.81,5,7.98981
1.14,4,8.001542
1.34,7,8.023628
1.14,4,8.032634
1.19,5,8.047406
1.13,5,8.063822
-0.91,4,8.076878
1.24,6,8.095058
1.14,4,8.106107
1.23,7,8.128063
1.28,7,8.15216
1.14,4,8.162805
-0.81,5,8.17762
1.29,6,8.196028
-0.66,7,8.216425
1.14,4,8.228549
1.14,4,8.241559
-0.81,5,8.25893
1.14,4,8.271366
1.29,6,8.2906
-0.81,5,8.304458
1.14,4,8.316821
1.14,4,8.327576
-0.81,5,8.343807
-0.65,8,8.369343
1.18,6,8.384207
1.24,6,8.400353
1.13,5,8.413293
1.13,5,8.429623
1.14,4,8.491147
1.18,6,8.525196
-0.81,5,8.54212
1.29,6,8.561119
1.14,4,8.572784
1.14,4,8.583533
-0.97,4,8.596481
1.14,4,8.608266
1.14,4,8.618018
1.14,4,8.629931
-0.81,5,8.644065
1.14,4,8.655996
1.14,4,8.668339
1.14,4,8.681091
-0.92,5,8.697714
1.14,4,8.710291
1.14,4,8.722644
1.41,8,8.743707
1.14,4,8.757086
-0.82,6,8.777912
1.18,6,8.7977
