#{"t_start": 1762644844.0792668, "env_id": "None"}
r,l,t
-0.9,12,3.36231
-0.93,6,3.382967
-0.79,12,3.418178
1.19,5,3.433568
1.38,9,3.456939
-0.89,10,3.483753
1.29,6,3.502364
1.28,10,3.535581
-0.71,13,3.580925
1.21,8,3.605194
-0.83,7,3.62853
1.22,8,3.653568
1.29,9,3.680261
-0.62,9,3.703855
1.18,6,3.720957
-0.78,11,3.750706
-1.0,7,3.772302
1.34,7,3.799805
1.7,15,3.860204
-0.67,9,3.88639
-0.47,16,3.9319
-0.78,11,3.963429
-0.9,8,3.984128
-0.67,17,4.036948
1.29,10,4.068689
-0.46,15,4.113272
-0.76,9,4.138855
1.5,10,4.167365
-0.53,15,4.210737
-0.67,14,4.280305
-0.99,6,4.30545
-0.87,12,4.357469
-0.89,10,4.395103
1.17,10,4.425865
1.35,15,4.497128
-0.47,13,4.565696
1.19,5,4.579529
-0.67,13,4.620487
-0.7,9,4.646617
1.22,7,4.66977
-0.71,9,4.695689
1.12,9,4.72902
1.13,8,4.772895
1.16,8,4.815006
-0.57,15,4.864662
-0.86,13,4.904913
-0.62,18,4.96107
1.32,9,4.987234
-0.67,12,5.017789
1.29,12,5.055457
-1.01,8,5.079401
-0.88,6,5.097243
1.15,5,5.12149
-0.51,14,5.16709
1.19,13,5.239494
-0.87,8,5.262738
-0.92,8,5.291151
-0.81,5,5.305467
-0.39,15,5.350763
1.29,9,5.400366
1.33,9,5.431357
1.12,6,5.447798
-0.75,15,5.489696
1.39,13,5.528312
1.41,10,5.564827
-0.81,14,5.623871
1.29,12,5.677904
-0.8,9,5.700987
-0.97,4,5.712466
1.44,12,5.744546
1.18,12,5.775075
-0.6,10,5.80505
1.1,8,5.826094
-0.83,13,5.865562
-0.77,10,5.892056
1.4,10,5.92465
1.36,12,5.961747
-0.85,9,5.988338
-0.41,12,6.022184
-0.95,8,6.045507
-0.79,9,6.072132
1.11,10,6.099209
-0.86,10,6.126426
-0.86,8,6.149603
-0.93,6,6.184012
1.32,12,6.258587
1.48,11,6.293157
-0.88,11,6.326187
-0.9,8,6.35014
-0.5,13,6.396955
1.25,13,6.437767
1.33,8,6.463456
-0.86,11,6.498213
-0.63,9,6.527576
-0.68,13,6.597305
-0.77,12,6.645549
-0.42,13,6.68492
-0.58,15,6.730122
1.16,5,6.744846
1.24,5,6.759069
-0.45,15,6.81107
1.46,10,6.854518
-0.73,16,6.902063
1.24,6,6.919763
1.37,10,6.949991
1.44,11,6.982807
1.36,8,7.005206
1.28,10,7.035962
-0.84,14,7.076787
-0.67,8,7.099856
-0.8,10,7.129752
-0.47,17,7.179954
-0.95,8,7.228045
1.43,10,7.266322
-0.76,9,7.295929
1.18,9,7.322327
-0.97,4,7.333689
-0.88,7,7.361042
1.33,11,7.393494
-0.85,9,7.412215
-0.76,12,7.441702
-0.75,13,7.47681
-0.67,10,7.506041
1.41,14,7.546594
-0.68,10,7.598902
-0.7,14,7.646
-0.57,12,7.681697
-0.57,15,7.724854
1.21,6,7.742145
-0.63,13,7.778143
-0.62,12,7.816313
-0.82,9,7.840641
1.23,7,7.861116
1.35,11,7.894765
-0.38,15,7.941014
-0.61,13,7.980943
1.46,12,8.017624
-0.85,9,8.044799
-0.79,12,8.08044
-0.66,13,8.117309
-0.6,10,8.147635
-0.6,12,8.187233
1.36,8,8.210432
1.14,4,8.223128
1.44,11,8.257589
-0.51,17,8.304953
-0.59,13,8.356602
1.35,11,8.39132
1.48,10,8.421
1.2,10,8.451823
-0.7,12,8.485299
-0.27,16,8.529429
-0.79,9,8.557878
1.13,5,8.578509
1.17,12,8.614849
-0.54,17,8.674326
-0.69,18,8.735234
-0.59,13,8.782133
-0.95,8,8.809724
1.18,6,8.838186
-0.65,12,8.889594
-0.6,12,8.922066
-0.79,9,8.946382
-0.72,14,8.987795
-0.86,11,9.020376
1.18,6,9.035918
1.49,18,9.084077
1.17,7,9.102
-0.73,12,9.137689
1.12,6,9.158317
-0.69,13,9.197376
1.47,11,9.227436
1.27,8,9.245531
1.21,8,9.264138
1.14,4,9.272847
1.17,7,9.28838
-0.68,18,9.323536
-0.85,10,9.343247
-0.73,16,9.371938
-0.98,8,9.386334
-0.87,5,9.400002
1.49,17,9.439197
1.19,5,9.449877
-0.59,15,9.483652
-0.32,15,9.520625
-0.66,14,9.551682
1.51,12,9.577053
-0.6,10,9.603383
-0.71,9,9.625632
-0.6,14,9.65643
1.19,5,9.666688
-0.81,11,9.691834
1.54,15,9.723452
-0.93,6,9.738504
1.24,8,9.75543
1.28,9,10.522785
1.47,15,10.562003
