#{"t_start": 1762636068.7076626, "env_id": "None"}
r,l,t
-0.58,10,0.090371
-0.52,11,0.122873
-0.5,10,0.153376
-0.76,6,0.172433
-0.6,10,0.204551
-0.71,6,0.224838
-0.67,8,0.245395
-0.76,6,0.263568
-0.68,9,0.289033
-0.68,10,0.318563
-0.64,8,0.344265
-0.66,7,0.365979
1.14,4,0.376678
-0.71,6,0.395926
-0.51,11,0.429051
-0.73,8,0.451187
-0.76,6,0.465229
-0.44,9,0.488503
-0.67,10,0.514039
-0.67,9,0.540244
-0.66,7,0.560912
-0.45,11,0.594756
1.14,4,0.606429
-0.52,10,0.642369
-0.67,8,0.667255
-0.63,9,0.69513
-0.57,11,0.731266
-0.72,7,0.754177
-0.73,8,0.777224
-0.51,11,0.809552
-0.55,9,0.832177
-0.7,7,0.855867
-0.68,9,0.879815
-0.54,9,0.90803
-0.62,11,0.940726
-0.52,10,0.970095
-0.44,9,0.996062
1.14,4,1.008512
-0.73,8,1.034585
-0.37,11,1.065917
-0.95,8,1.089775
-0.69,10,1.118008
-0.57,9,1.145595
-0.45,10,1.183311
1.14,4,1.195193
-0.71,7,1.217233
-0.76,6,1.232194
-0.66,7,1.256655
-0.54,12,1.292588
-0.52,10,1.322278
-0.73,8,1.344426
-0.88,6,1.358081
-0.83,7,1.376759
-0.83,7,1.398438
-0.69,6,1.418128
-0.82,6,1.435263
1.34,7,1.454342
-0.63,10,1.481499
1.14,4,1.493294
-0.66,7,1.515515
1.14,4,1.524861
-0.66,7,1.546579
-0.67,8,1.572995
-0.83,7,1.59256
-0.73,8,1.616117
-0.82,6,1.632771
-0.44,10,1.66027
-0.76,6,1.677345
-0.65,8,1.702281
-0.58,10,1.73162
-0.67,8,1.751529
-0.71,6,1.767328
-0.66,7,1.789601
-0.55,9,1.814104
-0.51,9,1.839158
-0.67,8,1.862712
1.14,4,1.875689
-0.76,6,1.892217
-0.5,10,1.922441
-0.54,9,1.952074
-0.73,8,1.977365
-0.73,9,2.003434
-0.73,8,2.025619
-0.35,11,2.061538
-0.61,8,2.08751
-0.53,10,2.120189
-0.66,9,2.145675
-0.58,11,2.176821
-0.73,9,2.20456
-0.83,7,2.224313
-0.55,10,2.254953
-0.35,10,2.287261
-0.34,10,2.320219
-0.78,8,2.393658
-0.58,10,2.423909
-0.84,8,2.448821
1.14,4,2.461823
1.14,4,2.473112
-0.43,12,2.507355
-0.77,7,2.527082
-0.52,12,2.562904
-0.69,10,2.587907
-0.69,9,2.611733
-0.68,9,2.637702
-0.75,10,2.667326
-0.53,11,2.697206
-0.54,12,2.735053
-0.68,9,2.763347
-0.61,8,2.786688
-0.67,10,2.816944
-0.58,10,2.846764
1.6,11,2.876669
-0.36,12,2.91118
-0.53,11,2.942687
-0.8,10,2.973591
-0.72,7,2.992772
-0.67,10,3.017969
1.14,4,3.026687
-0.86,5,3.043172
-0.71,7,3.063567
-0.65,9,3.089518
1.14,4,3.101162
-0.77,7,3.122274
-0.71,6,3.141907
-0.66,9,4.099004
1.14,4,4.1107
-0.74,10,4.142179
-0.71,6,4.162119
-0.76,6,4.177321
-0.56,11,4.207852
-0.68,9,4.23389
-0.65,8,4.257489
-0.66,7,4.280122
-0.66,7,4.302996
-0.72,7,4.324314
1.63,10,4.353003
-0.5,10,4.385554
-0.55,9,4.411056
1.14,4,4.42293
-0.54,8,4.445378
-0.3,11,4.475881
-0.81,5,4.490971
-0.47,11,4.524015
1.64,10,4.554303
-0.68,9,4.581373
1.14,4,4.589141
-0.68,9,4.61528
-0.49,10,4.642602
-0.68,9,4.667606
-0.73,9,4.693687
-0.82,6,4.712911
-0.67,8,4.736279
-0.81,5,4.750772
-0.56,10,4.782311
1.14,4,4.793496
-0.49,10,4.827342
-0.56,10,4.856584
-0.74,9,4.882939
-0.63,12,4.916775
-0.76,6,4.930083
1.14,4,4.941001
-0.66,7,4.963103
-0.67,8,4.988957
-0.83,7,5.008685
-0.57,12,5.046909
-0.55,9,5.073118
-0.67,8,5.097874
-0.63,10,5.125533
-0.73,9,5.151307
-0.68,9,5.174597
-0.78,8,5.194569
1.14,4,5.206015
-0.29,11,5.238828
-0.76,6,5.258206
-0.7,7,5.276296
-0.68,9,5.301805
-0.72,7,5.323567
1.14,4,5.334214
-0.32,11,5.367149
1.14,4,5.378357
-0.56,11,5.416157
1.14,4,5.427193
-0.38,12,5.466713
-0.84,8,5.488112
-0.43,12,5.524384
-0.76,9,5.550587
-0.47,12,5.586816
-0.68,9,5.612407
-0.45,10,5.638483
-0.73,9,5.661695
-0.61,8,5.686721
-0.61,8,5.710039
-0.48,12,5.741876
-0.54,9,5.773144
-0.63,10,5.800918
-0.61,11,5.833754
-0.68,9,5.858978
-0.67,8,5.882361
-0.68,9,5.907703
-0.44,10,5.936879
-0.67,8,5.959956
-0.68,9,5.983905
-0.67,10,6.011663
-0.73,8,6.036386
-0.63,10,6.067937
-0.56,13,6.105147
1.14,4,6.117179
-0.73,9,6.140867
-0.64,8,6.166991
-0.72,8,6.19048
-0.42,11,6.219115
-0.66,7,6.238391
-0.57,9,6.264511
-0.74,9,6.291942
-0.73,9,6.315915
1.14,4,6.327399
-0.76,6,6.341591
-0.48,12,6.419865
-0.53,11,6.454463
1.29,6,6.46825
-0.58,10,6.491215
-0.65,9,6.516096
-0.73,8,6.540912
1.14,4,6.553403
-0.66,7,6.575841
-0.28,12,6.613174
-0.47,10,6.642497
-0.78,8,6.665606
-0.71,9,6.695832
-0.71,6,6.709467
-0.53,11,6.743891
-0.71,6,6.763358
-0.52,10,6.788952
-0.57,9,6.817179
-0.84,8,6.839517
-0.73,8,6.866517
-0.66,7,6.888783
-0.68,9,6.917479
-0.61,8,6.94382
-0.57,9,6.970283
1.14,4,6.980864
-0.66,9,7.005005
-0.68,9,7.03085
-0.72,7,7.053452
-0.57,9,7.079146
-0.72,7,7.101724
-0.65,9,8.075355
-0.42,10,8.098155
