#{"t_start": 1762603494.1032178, "env_id": "None"}
r,l,t
1.13,17,18.453898
2.38,10,18.482428
0.66,13,18.526666
0.96,15,18.571863
3.04,15,18.612844
1.38,19,18.667544
2.27,18,18.719911
1.95,10,18.749038
2.56,12,18.786667
2.05,18,18.844171
0.46,11,18.875851
3.94,18,18.927949
0.46,12,18.969677
1.24,17,19.014633
0.18,11,19.050344
1.71,21,19.107311
-0.34,9,19.133512
2.27,15,19.176466
3.39,10,19.210195
2.07,9,19.242679
0.18,8,19.272596
0.95,15,19.328743
2.59,9,19.385037
0.15,12,19.417789
3.19,11,19.450063
2.27,15,19.498507
2.86,14,19.548646
0.32,17,19.59936
0.65,14,19.643814
1.16,14,19.688885
-0.05,10,19.719637
0.56,12,19.76084
2.48,9,19.791792
3.17,13,19.831391
0.14,13,19.869418
0.09,9,19.893855
1.06,13,19.933099
1.74,11,19.965976
1.16,14,20.008458
0.42,16,20.052323
0.85,12,20.095336
0.57,11,20.131995
1.39,13,20.172688
0.17,9,20.204351
2.78,11,20.243997
2.65,14,20.288662
3.43,19,20.345181
1.56,15,20.390531
0.57,11,20.424644
-0.26,11,20.45547
-0.03,10,20.493357
0.47,13,20.535149
1.08,12,20.574563
2.06,10,20.607374
-0.34,9,20.639487
0.75,14,20.683705
0.62,16,20.73134
4.59,16,20.779101
0.05,11,20.810016
2.17,9,20.838377
0.06,9,20.875603
1.03,16,20.922226
2.44,15,20.962545
2.07,9,20.991805
0.56,12,21.035213
2.27,11,21.070473
2.27,16,21.116627
3.19,16,21.164885
2.55,13,21.204129
1.07,15,21.251448
0.58,10,21.286067
2.58,9,21.317057
-0.02,7,21.347119
0.87,13,21.389612
3.86,20,21.452641
1.83,14,21.49566
1.58,15,21.543394
3.78,15,21.594899
2.45,13,21.637191
0.06,10,21.67146
2.82,18,21.719194
1.86,11,21.750923
0.48,11,21.785726
1.86,11,21.817318
0.78,8,21.89277
1.78,13,21.941459
-0.02,10,21.97439
1.12,18,22.027931
0.23,15,22.069196
1.76,16,22.12025
1.56,16,22.171522
-0.44,10,22.206296
1.33,20,22.257471
