#{"t_start": 1762612225.0648792, "env_id": "None"}
r,l,t
-0.3,12,22.522265
-0.24,13,22.580125
-0.4,11,22.621346
-0.56,12,22.662486
-0.58,13,22.709965
-0.52,13,22.749908
-0.32,16,22.802534
-0.81,8,22.829986
1.52,13,22.868583
-0.74,7,22.890229
-0.8,6,22.911439
-0.8,7,22.935549
-0.53,11,22.971091
-0.78,9,22.995974
-0.47,15,23.035106
-0.63,12,23.076767
1.56,13,23.11251
-0.55,10,23.149743
-0.6,10,23.183901
0.01,17,23.230186
-0.73,9,23.257228
-0.49,10,23.299082
-0.58,10,23.344603
-0.5,13,23.385502
-0.54,19,23.439992
-0.54,14,23.473852
-0.46,12,23.516757
-0.51,14,23.561486
-0.41,12,23.598593
-0.41,18,23.65616
-0.73,9,23.691129
-0.9,11,23.732494
-0.24,17,23.792356
-0.5,10,23.825117
-0.84,8,23.857719
1.46,10,23.889963
1.6,11,23.933307
-0.56,11,23.983934
-0.77,9,24.013972
-0.44,13,24.061658
-0.58,13,24.103324
-0.86,7,24.123033
1.46,9,24.15781
1.19,5,24.172833
-0.59,11,24.220814
-0.28,13,24.265908
-0.77,7,24.290342
-0.43,13,24.329541
-0.63,10,24.368395
1.74,16,24.418359
-0.39,11,24.463025
-0.47,13,24.498698
-0.63,10,24.533964
-0.48,12,24.567967
-0.5,13,24.617732
-0.68,8,24.65084
-0.51,13,24.687237
-0.55,9,24.721064
-0.3,15,24.766976
1.64,16,24.811141
-0.68,9,24.840311
-0.61,10,24.873221
-0.28,12,24.925887
-0.46,10,24.96528
1.63,14,25.024941
-0.38,18,25.085684
-0.58,14,25.137722
-0.81,8,25.166042
-0.23,17,25.222856
-0.53,9,25.256352
-0.8,11,25.293705
-0.82,6,25.314148
-0.52,14,25.353258
-0.82,9,25.388316
-0.64,11,25.429338
-0.22,16,25.485145
-0.64,11,25.5254
-0.38,14,25.565813
-0.81,8,25.590184
-0.58,11,25.619348
-0.79,6,25.640182
-0.58,9,25.665529
-0.77,10,25.700525
-0.9,5,25.716104
-0.9,9,25.742298
