#{"t_start": 1762611357.8359516, "env_id": "None"}
r,l,t
-0.67,13,1.368697
-0.79,6,1.377665
-0.73,11,1.390397
-0.76,8,1.400595
-0.6,14,1.4224
1.29,6,1.43062
-0.65,9,1.444426
-0.9,9,1.454859
1.35,8,1.469126
-0.96,9,1.480331
1.56,14,1.497808
1.33,8,1.507588
-0.75,11,1.522506
-0.51,12,1.538527
-0.95,8,1.551001
1.54,17,1.571749
-0.61,11,1.58911
1.3,14,1.609939
-0.92,5,1.616883
1.17,13,1.632793
-0.82,9,1.64639
-0.48,14,1.663602
1.36,11,1.679597
-0.85,12,1.695216
-0.81,11,1.711787
-0.99,6,1.719397
-0.49,16,1.740978
1.18,6,1.749472
-0.52,17,1.771192
-0.89,8,1.783482
-0.72,13,1.798995
-0.68,10,1.812971
1.26,9,1.826432
1.46,11,1.840436
-0.69,14,1.858264
-0.68,13,1.877077
-0.98,5,1.885536
-0.6,10,1.899452
1.46,9,1.910562
-0.87,5,1.917408
-0.49,16,1.940542
-0.78,12,1.953449
1.39,13,1.968912
-0.55,13,1.984895
1.26,6,1.995191
1.41,14,2.012931
-0.78,11,2.028073
-0.88,10,2.041361
-0.51,14,2.059774
-0.81,8,2.070527
-0.87,5,2.077719
1.18,9,2.08813
-0.57,11,2.104423
1.14,12,2.121241
-0.59,10,2.136519
1.13,5,2.144617
-0.94,9,2.161243
1.16,8,2.170181
-0.54,12,2.185888
1.31,11,2.204127
1.38,8,2.216339
1.23,7,2.22596
-0.98,5,2.232926
1.22,8,2.244245
1.54,11,2.261329
-0.74,10,2.274037
1.23,7,2.282588
-0.82,9,2.297543
-0.63,9,2.312187
1.41,14,2.331608
1.24,8,2.342134
-0.94,7,2.350785
1.13,7,2.361559
1.27,11,2.375618
-0.39,17,2.394121
-0.68,16,2.414141
1.17,7,2.425167
-0.62,16,2.442683
1.37,12,2.459392
1.2,10,2.472641
1.33,13,2.491796
-0.96,9,2.502063
-0.79,10,2.514747
1.3,10,2.527691
-0.65,9,2.541231
-0.5,12,2.555617
-0.72,14,2.573122
1.3,7,2.581306
1.27,9,2.594547
1.17,12,2.609435
1.41,12,2.623448
-0.67,11,2.6361
1.33,11,2.65287
-0.6,16,2.674503
-0.78,8,2.683944
1.44,10,2.697171
-0.75,8,2.711042
-0.93,6,2.731938
-0.82,6,2.746166
1.29,6,2.798581
1.28,8,2.83189
1.41,13,2.867667
-0.61,10,2.896045
-0.76,12,2.925991
1.46,14,2.955721
1.37,10,2.976914
1.28,11,2.999176
-0.34,16,3.034385
1.29,6,3.049295
1.21,11,3.079342
1.41,8,3.099496
-0.78,12,3.127872
1.43,11,3.156175
1.49,11,3.181078
-0.73,11,3.20911
-0.46,18,3.246988
1.18,6,3.26368
-0.82,10,3.284391
1.26,10,3.310117
-0.83,10,3.334845
-1.06,7,3.353761
1.35,11,3.384158
-0.35,14,3.41319
1.27,8,3.432008
-0.62,12,3.459208
-0.42,14,3.491011
-0.65,14,3.525103
1.52,14,3.559391
1.14,4,3.571136
1.55,14,3.608079
1.33,10,3.636574
1.2,6,3.648307
1.12,9,3.67495
1.13,5,3.685509
-0.85,10,3.710269
-0.46,13,3.747021
1.63,15,3.777816
-0.71,9,3.802487
-0.64,9,3.826416
1.49,13,3.852843
-0.81,18,3.89744
-0.7,13,3.928112
1.44,13,3.971278
1.37,9,4.002372
1.2,11,4.045293
1.23,7,4.063994
-0.89,8,4.085785
1.64,13,4.128607
-1.03,10,4.150673
-0.74,13,4.17826
1.46,12,4.212155
-0.7,14,4.24865
-0.65,14,4.299243
-0.89,11,4.336937
1.36,9,4.357426
-0.78,9,4.381002
-0.65,9,4.400419
-0.91,10,4.424722
-0.79,14,4.459467
-0.72,11,4.490147
1.37,12,4.517832
1.31,6,4.534625
-0.55,16,4.578503
-0.81,16,4.621368
-0.76,9,4.644257
1.29,11,4.675495
-0.94,10,4.702603
-0.97,4,4.714238
1.12,6,4.734621
1.55,13,4.765225
-0.79,10,4.789739
-0.58,11,4.821558
-0.86,8,4.843082
-0.94,7,4.86329
-0.98,5,4.875157
1.14,4,4.885432
-0.94,7,4.902452
-0.85,10,4.924853
1.24,13,4.961292
-0.61,11,4.988192
-0.8,12,5.016479
1.35,8,5.036914
1.5,9,5.060978
-0.71,6,5.076226
-0.79,10,5.149535
-0.9,11,5.18587
1.31,7,5.200485
-0.72,15,5.23629
-0.81,6,5.249764
1.35,9,5.274619
1.13,5,5.286445
1.17,7,5.305935
-1.04,5,5.319382
1.28,7,5.333572
-0.61,10,5.35673
-0.59,11,5.378869
1.17,7,5.39937
1.54,12,5.43095
-0.98,5,5.443107
-0.68,9,5.465339
1.41,10,5.496512
-0.93,6,5.509108
1.21,9,5.528352
1.3,14,5.559663
1.28,9,5.583917
1.61,13,5.610608
-0.68,12,5.637174
1.43,9,5.673548
-0.79,11,5.706243
1.19,5,5.721199
1.24,11,5.744641
1.38,15,5.782003
-0.9,8,5.800397
1.28,10,5.825522
-0.92,11,5.853918
-0.7,13,5.882848
1.25,10,5.909461
-0.5,13,5.945601
-0.97,4,5.955593
1.35,12,5.98603
1.19,5,6.003837
-0.7,8,6.022857
-0.5,14,6.061069
-0.77,10,6.093093
-0.96,12,6.125421
-0.62,14,6.160976
-0.68,11,6.191191
-0.66,13,6.223982
1.32,12,6.254143
-0.56,11,6.280511
-0.68,15,6.316413
1.18,6,6.327875
-0.68,11,6.35234
1.23,7,6.365021
-0.81,14,6.400937
1.35,12,6.431651
-0.51,11,6.458659
-0.56,16,6.500197
1.43,12,6.531781
1.13,5,6.544311
-0.68,13,6.626655
-0.8,7,6.644337
-0.82,9,6.667984
1.37,9,6.694686
1.18,9,6.718045
