#{"t_start": 1762609236.747995, "env_id": "None"}
r,l,t
-0.82,6,0.122915
-0.9,6,0.160783
1.38,9,0.209447
-0.81,5,0.226317
-0.81,5,0.244679
-0.82,6,0.270169
1.34,10,0.309615
-0.88,6,0.358861
-0.86,4,0.385792
-0.86,4,0.4045
-0.87,8,0.435832
1.14,4,0.449903
1.14,4,0.468884
1.14,4,0.485179
1.14,4,0.503375
1.14,4,0.517099
1.24,5,0.533368
-0.86,4,0.546928
1.14,4,0.564887
1.14,4,0.578466
1.19,5,0.594646
1.14,4,0.610503
-0.86,4,0.627403
1.14,4,0.640357
1.14,4,0.656086
-0.86,4,0.670197
-0.71,6,0.694212
1.18,6,0.722159
-0.87,6,0.769588
-0.89,5,0.80172
1.25,7,0.845286
-0.86,4,0.881184
1.2,7,0.922413
1.14,4,0.936666
-0.86,4,0.963869
-0.86,4,0.992515
-0.81,5,1.020732
1.14,4,1.034822
-0.86,4,1.052486
1.14,4,1.089451
-0.85,7,1.132659
-0.86,4,1.14643
1.22,8,1.182708
1.14,4,1.202253
-0.93,6,1.229443
-0.81,5,1.246296
1.14,4,1.266198
-0.86,4,1.279939
1.19,5,1.295521
-0.93,6,1.322859
-0.98,5,1.34208
-0.86,4,1.356267
-0.86,7,1.383571
-0.93,6,1.403756
-0.98,5,1.427918
1.14,4,1.440767
-0.76,9,1.48572
-0.93,6,1.505856
1.14,4,1.523186
1.14,4,1.534637
1.14,4,1.54667
1.13,5,1.565278
1.14,4,1.585681
1.14,4,1.60219
-0.75,11,1.63754
-0.96,6,1.669876
1.14,4,1.704657
1.14,4,1.784223
1.14,4,1.798905
1.36,10,1.833266
1.14,4,1.851449
-0.97,4,1.874122
1.13,5,1.897368
1.34,10,1.971359
-0.74,10,2.062488
-1.03,4,2.093271
-0.94,4,2.113414
-0.86,4,2.127824
-0.94,4,2.151703
-0.91,4,2.166205
-0.88,6,2.189159
-0.94,4,2.203115
-0.73,9,2.239861
-0.92,5,2.262716
-0.93,6,2.284076
-0.92,5,2.300315
-0.91,4,2.321794
-0.97,4,2.336979
-0.91,4,2.350945
